airlineEnglish,airlineKorean,airport,airportCode,city,cityCode,flightPurpose,internationalEddate,internationalFri,internationalIoType,internationalMon,internationalNum,internationalSat,internationalStdate,internationalSun,internationalThu,internationalTime,internationalTue,internationalWed
PHILIPPINE AIRLINES,필리핀항공,부산/김해,PUS,마닐라,MNL,여객기,2019-03-30T00:00:00+09:00,N,IN,N,PR418,N,2018-10-28T00:00:00+09:00,N,N,1930,N,Y
EASTAR JET,이스타항공,청주,CJJ,연길/옌지,YNJ,여객기,2019-03-30T00:00:00+09:00,Y,IN,Y,ZE832,N,2018-10-28T00:00:00+09:00,N,N,1930,N,Y
AIR BUSAN,에어부산,부산/김해,PUS,블라디보스톡/블라디보스토크,VVO,여객기,2019-03-30T00:00:00+09:00,Y,IN,N,BX471,N,2018-10-28T00:00:00+09:00,N,N,1930,N,N
AIR BUSAN,에어부산,부산/김해,PUS,다낭,DAD,여객기,2019-03-30T00:00:00+09:00,N,IN,N,BX738,Y,2018-10-28T00:00:00+09:00,N,N,1930,N,N
AIR BUSAN,에어부산,부산/김해,PUS,울란바토르,ULN,여객기,2019-03-30T00:00:00+09:00,N,IN,N,BX412,N,2018-10-28T00:00:00+09:00,N,N,1930,Y,N
KOREAN AIR,대한항공,서울/김포,GMP,동경/하네다,HND,여객기,2019-03-30T00:00:00+09:00,Y,OUT,Y,KE711,Y,2018-10-28T00:00:00+09:00,Y,Y,1930,Y,Y
PAN PACIFIC AIRLINES,팬퍼시픽항공,부산/김해,PUS,칼리보,KLO,여객기,2019-02-15T00:00:00+09:00,Y,OUT,N,8Y707,Y,2018-12-21T00:00:00+09:00,N,N,1930,N,N
T'WAY AIR CO.LTD,티웨이항공,부산/김해,PUS,사가,HSG,여객기,2019-03-30T00:00:00+09:00,N,IN,N,TW226,N,2018-12-22T00:00:00+09:00,Y,N,1930,N,N
T'WAY AIR CO.LTD,티웨이항공,부산/김해,PUS,하노이,HAN,여객기,2019-03-30T00:00:00+09:00,N,OUT,Y,TW153,N,2018-12-22T00:00:00+09:00,N,N,1930,N,N
JINAIR,진에어,부산/김해,PUS,세부,CEB,여객기,2019-03-30T00:00:00+09:00,Y,OUT,N,LJ037,N,2018-10-28T00:00:00+09:00,N,N,1930,N,N
JINAIR,진에어,부산/김해,PUS,방콕/방콕/수완나품,BKK,여객기,2019-03-30T00:00:00+09:00,N,OUT,N,LJ011,N,2018-12-24T00:00:00+09:00,N,Y,1930,N,Y
VIETJET AIR,비엣젯항공,청주,CJJ,다낭,DAD,여객기,2019-03-02T00:00:00+09:00,N,IN,N,VJ8764,Y,2018-11-24T00:00:00+09:00,N,N,1930,N,N
TIGER AIR TAIWAN,타이거에어 타이완,부산/김해,PUS,타이페이/타이베이,TPE,여객기,2019-03-30T00:00:00+09:00,N,IN,Y,IT606,N,2018-10-28T00:00:00+09:00,N,Y,1930,N,N
ASIANA AIRLINE,아시아나항공,서울/김포,GMP,동경/하네다,HND,여객기,2019-03-30T00:00:00+09:00,Y,OUT,Y,OZ1065,Y,2018-10-28T00:00:00+09:00,Y,Y,1935,Y,Y
PHILIPPINE AIRLINES,필리핀항공,부산/김해,PUS,마닐라,MNL,여객기,2019-03-30T00:00:00+09:00,N,IN,N,PR418,Y,2018-10-28T00:00:00+09:00,N,N,1935,Y,N
PHILIPPINE AIRLINES,필리핀항공,부산/김해,PUS,마닐라,MNL,여객기,2019-03-30T00:00:00+09:00,Y,IN,N,PR418,N,2018-10-28T00:00:00+09:00,N,N,1935,N,N
PHILIPPINE AIRLINES,필리핀항공,부산/김해,PUS,마닐라,MNL,여객기,2019-03-30T00:00:00+09:00,N,IN,N,PR418,N,2018-10-28T00:00:00+09:00,Y,Y,1935,N,N
PHILIPPINE AIRLINES,필리핀항공,부산/김해,PUS,마닐라,MNL,여객기,2019-03-30T00:00:00+09:00,N,IN,Y,PR418,N,2018-10-28T00:00:00+09:00,N,N,1935,N,N
JINAIR,진에어,부산/김해,PUS,방콕/방콕/수완나품,BKK,여객기,2019-03-30T00:00:00+09:00,Y,OUT,Y,LJ011,Y,2018-12-24T00:00:00+09:00,Y,N,1940,Y,N
CHINA SOUTHERN AIRLINES,중국남방항공,제주,CJU,장춘/창춘,CGQ,여객기,2019-03-30T00:00:00+09:00,N,IN,N,CZ8333,N,2018-10-28T00:00:00+09:00,N,N,1950,Y,N
T'WAY AIR CO.LTD,티웨이항공,대구,TAE,세부,CEB,여객기,2019-03-30T00:00:00+09:00,Y,OUT,Y,TW137,Y,2018-11-29T00:00:00+09:00,Y,Y,1950,Y,Y
TIGER AIR TAIWAN,타이거에어 타이완,대구,TAE,타이페이/타이베이,TPE,여객기,2019-03-30T00:00:00+09:00,Y,IN,N,IT610,N,2018-10-28T00:00:00+09:00,N,N,1955,Y,N
JEJU AIR,제주항공,대구,TAE,마카오,MFM,여객기,2019-03-30T00:00:00+09:00,N,OUT,N,7C2021,N,2018-12-01T00:00:00+09:00,N,Y,1955,N,N
CHINA AIRLINES,중화항공,부산/김해,PUS,타이페이/타이베이,TPE,여객기,2019-03-30T00:00:00+09:00,Y,OUT,Y,CI187,N,2018-10-28T00:00:00+09:00,Y,Y,2000,Y,N
JEJU AIR,제주항공,무안,MWX,다낭,DAD,여객기,2019-03-30T00:00:00+09:00,Y,IN,Y,7C2912,Y,2018-12-21T00:00:00+09:00,Y,Y,2000,Y,Y
JEJU AIR,제주항공,부산/김해,PUS,다낭,DAD,여객기,2019-03-30T00:00:00+09:00,Y,IN,N,7C2956,N,2018-10-28T00:00:00+09:00,Y,N,2000,Y,N
ASIANA AIRLINE,아시아나항공,부산/김해,PUS,북경/베이징,PEK,여객기,2019-03-30T00:00:00+09:00,Y,IN,Y,OZ316,Y,2018-10-28T00:00:00+09:00,Y,Y,2000,Y,Y
AIR BUSAN,에어부산,부산/김해,PUS,씨앰립/시엠립,REP,여객기,2019-03-30T00:00:00+09:00,N,OUT,Y,BX721,N,2018-10-28T00:00:00+09:00,N,N,2000,N,N
AIR BUSAN,에어부산,부산/김해,PUS,비엔티안,VTE,여객기,2019-03-30T00:00:00+09:00,N,IN,Y,BX746,Y,2018-10-28T00:00:00+09:00,Y,Y,2000,N,N
AIR BUSAN,에어부산,부산/김해,PUS,비엔티안,VTE,여객기,2019-03-30T00:00:00+09:00,N,IN,N,BX746,N,2018-10-28T00:00:00+09:00,N,N,2000,N,Y
PHILIPPINES AIRASIA,필리핀에어아시아,부산/김해,PUS,칼리보,KLO,여객기,2019-03-30T00:00:00+09:00,N,OUT,N,Z2059,Y,2018-10-28T00:00:00+09:00,Y,Y,2000,N,Y
T'WAY AIR CO.LTD,티웨이항공,대구,TAE,동경/도쿄/나리타,NRT,여객기,2019-03-30T00:00:00+09:00,N,IN,N,TW212,Y,2018-10-28T00:00:00+09:00,N,N,2000,N,N
T'WAY AIR CO.LTD,티웨이항공,부산/김해,PUS,하노이,HAN,여객기,2019-03-30T00:00:00+09:00,N,OUT,N,TW153,N,2018-12-22T00:00:00+09:00,N,N,2000,Y,N
TIGER AIR TAIWAN,타이거에어 타이완,부산/김해,PUS,타이페이/타이베이,TPE,여객기,2019-03-30T00:00:00+09:00,N,IN,N,IT606,N,2018-10-28T00:00:00+09:00,Y,N,2000,N,Y
CHINA AIRLINES,중화항공,부산/김해,PUS,타이페이/타이베이,TPE,여객기,2019-03-30T00:00:00+09:00,N,OUT,N,CI187,Y,2018-10-28T00:00:00+09:00,N,N,2000,N,Y
SHANGHAI AIRLINES,상해항공,서울/김포,GMP,상해/홍차오,SHA,여객기,2019-03-30T00:00:00+09:00,Y,OUT,Y,FM824,Y,2018-10-28T00:00:00+09:00,Y,Y,2005,Y,Y
JEJU AIR,제주항공,부산/김해,PUS,다낭,DAD,여객기,2019-03-30T00:00:00+09:00,N,IN,Y,7C2956,Y,2018-10-28T00:00:00+09:00,N,N,2005,N,N
JEJU AIR,제주항공,대구,TAE,마카오,MFM,여객기,2019-03-30T00:00:00+09:00,Y,OUT,Y,7C2021,N,2018-12-01T00:00:00+09:00,Y,N,2005,Y,N
AIR BUSAN,에어부산,부산/김해,PUS,씨앰립/시엠립,REP,여객기,2019-01-03T00:00:00+09:00,N,OUT,N,BX721,Y,2018-10-28T00:00:00+09:00,N,Y,2005,N,Y
KOREAN AIR,대한항공,부산/김해,PUS,삿포로,CTS,여객기,2019-01-03T00:00:00+09:00,N,IN,Y,KE772,Y,2018-10-28T00:00:00+09:00,Y,Y,2005,N,N
TIGER AIR TAIWAN,타이거에어 타이완,부산/김해,PUS,타이페이/타이베이,TPE,여객기,2019-03-30T00:00:00+09:00,N,IN,N,IT606,Y,2018-10-28T00:00:00+09:00,N,N,2005,N,N
AURORA AIRLINES,오로라항공,부산/김해,PUS,블라디보스톡/블라디보스토크,VVO,여객기,2019-03-30T00:00:00+09:00,N,IN,N,HZ5462,N,2019-01-01T00:00:00+09:00,Y,Y,2010,Y,N
JEJU AIR,제주항공,무안,MWX,코타키나발루,BKI,여객기,2019-03-30T00:00:00+09:00,N,OUT,N,7C2513,N,2018-12-23T00:00:00+09:00,Y,Y,2010,N,N
JEJU AIR,제주항공,무안,MWX,세부,CEB,여객기,2019-03-30T00:00:00+09:00,Y,OUT,Y,7C2413,Y,2018-12-21T00:00:00+09:00,N,N,2010,Y,Y
KOREA EXPRESS AIR,코리아익스프레스에어,양양,YNY,키타큐슈,KKJ,여객기,2019-01-18T00:00:00+09:00,Y,IN,N,KW512,N,2018-10-28T00:00:00+09:00,Y,N,2010,Y,N
T'WAY AIR CO.LTD,티웨이항공,대구,TAE,다낭,DAD,여객기,2019-03-30T00:00:00+09:00,Y,OUT,Y,TW149,Y,2018-10-28T00:00:00+09:00,Y,Y,2010,Y,Y
EVA AIRWAYS,에바항공(장영항공),서울/김포,GMP,타이페이/성산,TSA,여객기,2019-03-30T00:00:00+09:00,N,OUT,N,BR155,N,2018-10-28T00:00:00+09:00,N,N,2015,N,Y
ASIANA AIRLINE,아시아나항공,부산/김해,PUS,항조우/항저우,HGH,여객기,2019-03-30T00:00:00+09:00,N,IN,N,OZ330,Y,2018-10-28T00:00:00+09:00,N,N,2015,Y,N
ALL NIPPON AIRWAYS (NH),전일본항공,서울/김포,GMP,동경/하네다,HND,여객기,2019-03-30T00:00:00+09:00,Y,OUT,Y,NH868,Y,2018-10-28T00:00:00+09:00,Y,Y,2015,Y,Y
AIR BUSAN,에어부산,부산/김해,PUS,블라디보스톡/블라디보스토크,VVO,여객기,2019-03-30T00:00:00+09:00,N,IN,N,BX471,N,2018-10-28T00:00:00+09:00,Y,N,2015,N,N
CHINA SOUTHERN AIRLINES,중국남방항공,제주,CJU,장춘/창춘,CGQ,여객기,2019-03-30T00:00:00+09:00,N,IN,N,CZ8333,Y,2018-11-04T00:00:00+09:00,N,N,2020,N,N
ASIANA AIRLINE,아시아나항공,부산/김해,PUS,인천,ICN,여객기,2019-03-30T00:00:00+09:00,Y,IN,Y,OZ8531,Y,2018-10-28T00:00:00+09:00,Y,Y,2020,Y,Y
AIR BUSAN,에어부산,부산/김해,PUS,오사카/간사이,KIX,여객기,2019-03-30T00:00:00+09:00,N,IN,Y,BX121,Y,2018-10-28T00:00:00+09:00,Y,Y,2020,Y,Y
AIR BUSAN,에어부산,부산/김해,PUS,오사카/간사이,KIX,여객기,2019-03-30T00:00:00+09:00,Y,IN,N,BX121,N,2018-10-28T00:00:00+09:00,N,N,2020,N,N
T'WAY AIR CO.LTD,티웨이항공,무안,MWX,키타큐슈,KKJ,여객기,2019-03-11T00:00:00+09:00,Y,OUT,Y,TW231,Y,2018-11-02T00:00:00+09:00,Y,Y,2020,Y,Y
KOREAN AIR,대한항공,대구,TAE,인천,ICN,여객기,2019-03-30T00:00:00+09:00,Y,IN,Y,KE1413,Y,2018-10-28T00:00:00+09:00,Y,Y,2025,Y,Y
JEJU AIR,제주항공,부산/김해,PUS,방콕/방콕/수완나품,BKK,여객기,2019-03-30T00:00:00+09:00,Y,OUT,Y,7C2251,Y,2018-10-28T00:00:00+09:00,Y,Y,2025,Y,Y
AURORA AIRLINES,오로라항공,부산/김해,PUS,블라디보스톡/블라디보스토크,VVO,여객기,2019-03-29T00:00:00+09:00,Y,OUT,N,HZ5465,N,2018-11-02T00:00:00+09:00,N,N,2030,N,N
PHILIPPINE AIRLINES,필리핀항공,부산/김해,PUS,마닐라,MNL,여객기,2019-03-30T00:00:00+09:00,Y,OUT,N,PR419,N,2018-10-28T00:00:00+09:00,N,N,2030,N,Y
AIR BUSAN,에어부산,부산/김해,PUS,후쿠오카,FUK,여객기,2019-03-30T00:00:00+09:00,Y,IN,Y,BX143,Y,2018-10-28T00:00:00+09:00,Y,Y,2030,Y,Y
AIR BUSAN,에어부산,부산/김해,PUS,동경/도쿄/나리타,NRT,여객기,2019-01-13T00:00:00+09:00,N,IN,N,BX113,Y,2018-10-28T00:00:00+09:00,Y,N,2030,N,N
AIR BUSAN,에어부산,부산/김해,PUS,동경/도쿄/나리타,NRT,여객기,2019-03-30T00:00:00+09:00,Y,IN,Y,BX113,N,2018-10-28T00:00:00+09:00,N,Y,2030,Y,N
T'WAY AIR CO.LTD,티웨이항공,대구,TAE,후쿠오카,FUK,여객기,2019-03-30T00:00:00+09:00,N,IN,N,TW234,N,2018-10-28T00:00:00+09:00,N,Y,2030,N,N
T'WAY AIR CO.LTD,티웨이항공,부산/김해,PUS,하노이,HAN,여객기,2019-03-30T00:00:00+09:00,Y,OUT,N,TW153,N,2018-12-22T00:00:00+09:00,Y,N,2030,N,N
T'WAY AIR CO.LTD,티웨이항공,부산/김해,PUS,오사카/간사이,KIX,여객기,2019-03-30T00:00:00+09:00,N,IN,N,TW222,N,2018-10-28T00:00:00+09:00,N,N,2030,Y,N
VIETJET AIR,비엣젯항공,청주,CJJ,다낭,DAD,여객기,2019-03-02T00:00:00+09:00,N,OUT,N,VJ8765,Y,2018-11-24T00:00:00+09:00,N,N,2030,N,N
AURORA AIRLINES,오로라항공,부산/김해,PUS,블라디보스톡/블라디보스토크,VVO,여객기,2019-03-30T00:00:00+09:00,N,IN,N,HZ5462,Y,2018-10-28T00:00:00+09:00,N,N,2035,N,N
PHILIPPINE AIRLINES,필리핀항공,부산/김해,PUS,마닐라,MNL,여객기,2019-03-30T00:00:00+09:00,N,OUT,N,PR419,N,2018-10-28T00:00:00+09:00,Y,Y,2035,N,N
PHILIPPINE AIRLINES,필리핀항공,부산/김해,PUS,마닐라,MNL,여객기,2019-03-30T00:00:00+09:00,N,OUT,Y,PR419,N,2018-10-28T00:00:00+09:00,N,N,2035,N,N
PHILIPPINE AIRLINES,필리핀항공,부산/김해,PUS,마닐라,MNL,여객기,2019-03-30T00:00:00+09:00,N,OUT,N,PR419,Y,2018-10-28T00:00:00+09:00,N,N,2035,Y,N
AIR BUSAN,에어부산,부산/김해,PUS,블라디보스톡/블라디보스토크,VVO,여객기,2019-03-30T00:00:00+09:00,N,IN,N,BX471,N,2018-10-28T00:00:00+09:00,N,N,2035,N,Y
KOREAN AIR,대한항공,부산/김해,PUS,방콕/방콕/수완나품,BKK,여객기,2019-03-30T00:00:00+09:00,Y,OUT,Y,KE661,Y,2018-10-28T00:00:00+09:00,Y,Y,2035,Y,Y
T'WAY AIR CO.LTD,티웨이항공,부산/김해,PUS,하노이,HAN,여객기,2019-03-30T00:00:00+09:00,N,OUT,N,TW153,Y,2018-12-22T00:00:00+09:00,N,N,2035,N,N
KOREA EXPRESS AIR,코리아익스프레스에어,양양,YNY,키타큐슈,KKJ,여객기,2019-01-18T00:00:00+09:00,Y,OUT,N,KW511,N,2018-10-28T00:00:00+09:00,Y,N,2040,Y,N
JEJU AIR,제주항공,부산/김해,PUS,오사카/간사이,KIX,여객기,2019-03-30T00:00:00+09:00,N,IN,N,7C1353,N,2018-10-28T00:00:00+09:00,N,N,2040,N,Y
JEJU AIR,제주항공,부산/김해,PUS,오사카/간사이,KIX,여객기,2019-03-30T00:00:00+09:00,Y,IN,N,7C1353,N,2018-10-28T00:00:00+09:00,Y,N,2040,N,N
JEJU AIR,제주항공,부산/김해,PUS,오사카/간사이,KIX,여객기,2019-02-11T00:00:00+09:00,N,IN,Y,7C1353,N,2018-10-28T00:00:00+09:00,N,N,2040,Y,N
JEJU AIR,제주항공,부산/김해,PUS,오사카/간사이,KIX,여객기,2019-02-11T00:00:00+09:00,N,IN,N,7C1353,Y,2018-10-28T00:00:00+09:00,N,Y,2040,N,N
KOREAN AIR,대한항공,부산/김해,PUS,인천,ICN,여객기,2019-03-30T00:00:00+09:00,Y,IN,Y,KE1407,Y,2018-10-28T00:00:00+09:00,Y,Y,2040,Y,Y
CHINA EASTERN AIRLINES,중국동방항공,제주,CJU,상해/푸동,PVG,여객기,2019-03-30T00:00:00+09:00,N,IN,N,MU5027,N,2018-10-28T00:00:00+09:00,Y,Y,2045,Y,N
KOREAN AIR,대한항공,부산/김해,PUS,후쿠오카,FUK,여객기,2019-01-04T00:00:00+09:00,Y,IN,Y,KE798,Y,2018-10-28T00:00:00+09:00,Y,Y,2045,Y,Y
TIGER AIR TAIWAN,타이거에어 타이완,부산/김해,PUS,타이페이/타이베이,TPE,여객기,2019-03-30T00:00:00+09:00,N,OUT,Y,IT607,N,2018-10-28T00:00:00+09:00,Y,Y,2050,N,Y
FAR EASTERN AIR TRANSPORT,원동항공,청주,CJJ,타이페이/타이베이,TPE,여객기,2019-01-01T00:00:00+09:00,N,IN,N,FE8606,N,2019-01-01T00:00:00+09:00,N,N,2050,N,N
TIGER AIR TAIWAN,타이거에어 타이완,부산/김해,PUS,타이페이/타이베이,TPE,여객기,2019-03-30T00:00:00+09:00,N,OUT,N,IT607,Y,2018-10-28T00:00:00+09:00,N,N,2055,N,N
JAPAN AIRLINES,일본항공,부산/김해,PUS,동경/도쿄/나리타,NRT,여객기,2019-01-31T00:00:00+09:00,Y,IN,Y,JL969,Y,2018-10-28T00:00:00+09:00,Y,Y,2100,Y,Y
AIR BUSAN,에어부산,부산/김해,PUS,다낭,DAD,여객기,2019-03-30T00:00:00+09:00,N,OUT,N,BX731,N,2018-10-28T00:00:00+09:00,N,N,2100,Y,N
T'WAY AIR CO.LTD,티웨이항공,대구,TAE,후쿠오카,FUK,여객기,2019-03-30T00:00:00+09:00,Y,IN,N,TW234,Y,2018-10-28T00:00:00+09:00,Y,N,2100,N,Y
T'WAY AIR CO.LTD,티웨이항공,대구,TAE,후쿠오카,FUK,여객기,2019-03-30T00:00:00+09:00,N,IN,Y,TW234,N,2018-10-28T00:00:00+09:00,N,N,2100,Y,N
T'WAY AIR CO.LTD,티웨이항공,대구,TAE,동경/도쿄/나리타,NRT,여객기,2019-03-30T00:00:00+09:00,N,IN,N,TW212,N,2018-10-28T00:00:00+09:00,N,N,2100,Y,N
T'WAY AIR CO.LTD,티웨이항공,부산/김해,PUS,오사카/간사이,KIX,여객기,2019-03-30T00:00:00+09:00,N,IN,N,TW222,N,2018-10-28T00:00:00+09:00,N,Y,2100,N,N
T'WAY AIR CO.LTD,티웨이항공,대구,TAE,클락필드/클라크필드,CRK,여객기,2019-03-05T00:00:00+09:00,N,OUT,Y,TW9135,N,2018-12-27T00:00:00+09:00,N,N,2100,N,Y
T'WAY AIR CO.LTD,티웨이항공,대구,TAE,클락필드/클라크필드,CRK,여객기,2019-03-04T00:00:00+09:00,N,OUT,N,TW9135,N,2018-12-27T00:00:00+09:00,Y,N,2100,N,N
T'WAY AIR CO.LTD,티웨이항공,부산/김해,PUS,오사카/간사이,KIX,여객기,2019-03-30T00:00:00+09:00,Y,IN,Y,TW222,Y,2018-10-28T00:00:00+09:00,Y,N,2100,N,N
AURORA AIRLINES,오로라항공,부산/김해,PUS,블라디보스톡/블라디보스토크,VVO,여객기,2019-03-30T00:00:00+09:00,N,IN,Y,HZ5462,N,2018-10-28T00:00:00+09:00,N,N,2105,N,N
ASIANA AIRLINE,아시아나항공,서울/김포,GMP,상해/홍차오,SHA,여객기,2019-03-30T00:00:00+09:00,Y,IN,Y,OZ3625,Y,2018-11-01T00:00:00+09:00,Y,Y,2105,Y,Y
AIR BUSAN,에어부산,부산/김해,PUS,다낭,DAD,여객기,2019-03-30T00:00:00+09:00,Y,OUT,Y,BX731,Y,2018-10-28T00:00:00+09:00,Y,Y,2105,N,N
AIR BUSAN,에어부산,부산/김해,PUS,세부,CEB,여객기,2019-03-30T00:00:00+09:00,N,OUT,N,BX711,N,2018-10-28T00:00:00+09:00,N,N,2105,Y,N
AIR BUSAN,에어부산,부산/김해,PUS,세부,CEB,여객기,2019-03-30T00:00:00+09:00,Y,OUT,Y,BX711,Y,2018-10-28T00:00:00+09:00,Y,Y,2105,N,Y
KOREAN AIR,대한항공,부산/김해,PUS,삿포로,CTS,여객기,2019-01-06T00:00:00+09:00,N,IN,N,KE772,N,2018-10-28T00:00:00+09:00,N,N,2105,N,Y
KOREAN AIR,대한항공,부산/김해,PUS,오사카/간사이,KIX,여객기,2019-03-30T00:00:00+09:00,Y,IN,Y,KE760,N,2018-10-28T00:00:00+09:00,Y,Y,2105,N,N
TIANJIN AIRLINS,천진항공,제주,CJU,톈진,TSN,여객기,2019-03-30T00:00:00+09:00,N,IN,N,GS7991,Y,2018-10-28T00:00:00+09:00,N,N,2105,Y,N
T'WAY AIR CO.LTD,티웨이항공,부산/김해,PUS,오사카/간사이,KIX,여객기,2019-03-30T00:00:00+09:00,N,IN,N,TW222,N,2018-10-28T00:00:00+09:00,N,N,2105,N,Y
JINAIR,진에어,부산/김해,PUS,오사카/간사이,KIX,여객기,2019-03-30T00:00:00+09:00,N,IN,N,LJ218,Y,2018-10-28T00:00:00+09:00,Y,N,2105,N,N
JINAIR,진에어,부산/김해,PUS,다낭,DAD,여객기,2019-03-30T00:00:00+09:00,N,OUT,N,LJ075,Y,2018-10-29T00:00:00+09:00,Y,N,2105,N,Y
SPRING AIRLINES,춘추항공,제주,CJU,대련/다롄,DLC,여객기,2019-01-26T00:00:00+09:00,N,IN,Y,9C8563,Y,2019-01-01T00:00:00+09:00,N,N,2110,N,Y
JEJU AIR,제주항공,무안,MWX,방콕/방콕/수완나품,BKK,여객기,2019-03-30T00:00:00+09:00,N,OUT,N,7C2215,Y,2018-10-28T00:00:00+09:00,Y,Y,2110,N,Y
T'WAY AIR CO.LTD,티웨이항공,대구,TAE,방콕/방콕/수완나품,BKK,여객기,2019-02-10T00:00:00+09:00,N,OUT,N,TW105,N,2018-11-29T00:00:00+09:00,N,Y,2110,Y,N
T'WAY AIR CO.LTD,티웨이항공,대구,TAE,방콕/방콕/수완나품,BKK,여객기,2019-02-10T00:00:00+09:00,Y,OUT,Y,TW105,Y,2018-10-28T00:00:00+09:00,Y,N,2110,N,Y
CHINA SOUTHERN AIRLINES,중국남방항공,제주,CJU,장춘/창춘,CGQ,여객기,2019-03-30T00:00:00+09:00,N,OUT,N,CZ8334,N,2018-10-28T00:00:00+09:00,N,N,2115,Y,N
AURORA AIRLINES,오로라항공,부산/김해,PUS,블라디보스톡/블라디보스토크,VVO,여객기,2019-03-30T00:00:00+09:00,N,OUT,N,HZ5463,N,2019-01-01T00:00:00+09:00,Y,Y,2120,Y,N
JEJU AIR,제주항공,부산/김해,PUS,세부,CEB,여객기,2019-03-30T00:00:00+09:00,Y,OUT,N,7C2451,Y,2018-10-28T00:00:00+09:00,Y,N,2120,N,N
AIR BUSAN,에어부산,대구,TAE,삿포로,CTS,여객기,2019-03-30T00:00:00+09:00,Y,IN,Y,BX183,Y,2018-10-28T00:00:00+09:00,Y,Y,2120,Y,Y
KOREAN AIR,대한항공,서울/김포,GMP,상해/홍차오,SHA,여객기,2019-03-30T00:00:00+09:00,Y,IN,Y,KE816,Y,2018-10-28T00:00:00+09:00,Y,Y,2125,Y,Y
JEJU AIR,제주항공,부산/김해,PUS,연대/옌타이,YNT,여객기,2019-03-30T00:00:00+09:00,N,IN,Y,7C8754,N,2018-10-28T00:00:00+09:00,N,N,2125,N,N
JEJU AIR,제주항공,부산/김해,PUS,연대/옌타이,YNT,여객기,2019-03-30T00:00:00+09:00,N,IN,N,7C8754,N,2018-10-28T00:00:00+09:00,N,N,2125,Y,N
JEJU AIR,제주항공,부산/김해,PUS,연대/옌타이,YNT,여객기,2019-03-30T00:00:00+09:00,N,IN,N,7C8754,Y,2018-10-28T00:00:00+09:00,N,Y,2125,N,N
KOREAN AIR,대한항공,부산/김해,PUS,다낭,DAD,여객기,2019-03-30T00:00:00+09:00,Y,OUT,Y,KE465,N,2018-10-28T00:00:00+09:00,Y,Y,2125,Y,Y
KOREAN AIR,대한항공,부산/김해,PUS,다낭,DAD,여객기,2019-03-30T00:00:00+09:00,N,OUT,N,KE465,Y,2018-10-28T00:00:00+09:00,N,N,2125,N,N
JINAIR,진에어,부산/김해,PUS,오사카/간사이,KIX,여객기,2019-01-01T00:00:00+09:00,N,IN,N,LJ218,N,2018-10-28T00:00:00+09:00,N,N,2130,N,Y
ASIANA AIRLINE,아시아나항공,부산/김해,PUS,다낭,DAD,여객기,2019-02-11T00:00:00+09:00,Y,OUT,Y,OZ779,Y,2018-10-28T00:00:00+09:00,Y,Y,2130,Y,Y
EASTAR JET,이스타항공,제주,CJU,방콕/방콕/수완나품,BKK,여객기,2019-03-30T00:00:00+09:00,Y,OUT,Y,ZE551,Y,2018-10-28T00:00:00+09:00,Y,Y,2130,Y,Y
KOREAN AIR,대한항공,부산/김해,PUS,오사카/간사이,KIX,여객기,2019-03-30T00:00:00+09:00,N,IN,N,KE760,Y,2018-10-28T00:00:00+09:00,N,N,2130,Y,N
T'WAY AIR CO.LTD,티웨이항공,대구,TAE,동경/도쿄/나리타,NRT,여객기,2019-03-30T00:00:00+09:00,N,IN,N,TW212,N,2018-10-28T00:00:00+09:00,N,Y,2130,N,N
CHINA SOUTHERN AIRLINES,중국남방항공,제주,CJU,대련/다롄,DLC,여객기,2019-03-30T00:00:00+09:00,N,IN,N,CZ6097,N,2018-10-28T00:00:00+09:00,Y,Y,2135,N,N
JEJU AIR,제주항공,부산/김해,PUS,사이판,SPN,여객기,2019-03-03T00:00:00+09:00,Y,OUT,N,7C3452,Y,2018-12-21T00:00:00+09:00,Y,Y,2135,Y,Y
JEJU AIR,제주항공,부산/김해,PUS,세부,CEB,여객기,2019-03-30T00:00:00+09:00,N,OUT,N,7C2451,N,2018-10-28T00:00:00+09:00,N,N,2135,Y,N
AIR BUSAN,에어부산,부산/김해,PUS,동경/도쿄/나리타,NRT,여객기,2019-03-30T00:00:00+09:00,N,IN,N,BX113,N,2018-10-28T00:00:00+09:00,N,N,2135,N,Y
AIR BUSAN,에어부산,부산/김해,PUS,다낭,DAD,여객기,2019-03-30T00:00:00+09:00,N,OUT,N,BX731,N,2018-10-28T00:00:00+09:00,N,N,2135,N,Y
AIR BUSAN,에어부산,부산/김해,PUS,홍콩,HKG,여객기,2019-03-30T00:00:00+09:00,Y,OUT,Y,BX391,Y,2018-10-28T00:00:00+09:00,Y,Y,2135,Y,N
FAR EASTERN AIR TRANSPORT,원동항공,제주,CJU,타이페이/타이베이,TPE,여객기,2019-03-30T00:00:00+09:00,Y,IN,Y,FE722,N,2018-10-28T00:00:00+09:00,N,N,2135,N,N
SKY ANGKOR AIRLINES,스카이앙코르항공,부산/김해,PUS,씨앰립/시엠립,REP,여객기,2019-03-04T00:00:00+09:00,N,IN,N,ZA245,N,2018-12-24T00:00:00+09:00,N,Y,2135,N,N
JINAIR,진에어,부산/김해,PUS,다낭,DAD,여객기,2019-03-30T00:00:00+09:00,Y,OUT,Y,LJ075,N,2018-10-28T00:00:00+09:00,N,N,2135,Y,N
JINAIR,진에어,부산/김해,PUS,세부,CEB,여객기,2019-03-30T00:00:00+09:00,N,OUT,Y,LJ037,Y,2018-10-28T00:00:00+09:00,Y,Y,2135,Y,Y
