airlineEnglish,airlineKorean,airport,airportCode,city,cityCode,flightPurpose,internationalEddate,internationalFri,internationalIoType,internationalMon,internationalNum,internationalSat,internationalStdate,internationalSun,internationalThu,internationalTime,internationalTue,internationalWed
JEJU AIR,제주항공,제주,CJU,홍콩,HKG,여객기,2019-10-26T00:00:00+09:00,Y,OUT,N,7C2185,N,2019-03-31T00:00:00+09:00,Y,N,2240,N,Y
TIANJIN AIRLINS,천진항공,제주,CJU,톈진,TSN,여객기,2019-10-26T00:00:00+09:00,N,OUT,N,GS7992,N,2019-03-31T00:00:00+09:00,Y,N,2240,N,Y
T'WAY AIR CO.LTD,티웨이항공,대구,TAE,타이페이/타이베이,TPE,여객기,2019-10-26T00:00:00+09:00,Y,OUT,Y,TW663,Y,2019-03-31T00:00:00+09:00,Y,Y,2240,Y,Y
LUCKY AIR,럭키항공,제주,CJU,쿤밍,KMG,여객기,2019-04-05T00:00:00+09:00,N,OUT,N,8L872,Y,2019-03-31T00:00:00+09:00,N,Y,2240,Y,N
CHINA SOUTHERN AIRLINES,중국남방항공,제주,CJU,대련/다롄,DLC,여객기,2019-10-26T00:00:00+09:00,N,OUT,Y,CZ6098,Y,2019-03-31T00:00:00+09:00,N,N,2245,N,Y
JEJU AIR,제주항공,청주,CJJ,타이페이/타이베이,TPE,여객기,2019-04-09T00:00:00+09:00,N,OUT,N,7C2677,Y,2019-03-31T00:00:00+09:00,Y,Y,2245,N,Y
CHINA SOUTHERN AIRLINES,중국남방항공,제주,CJU,장춘/창춘,CGQ,여객기,2019-10-26T00:00:00+09:00,N,OUT,N,CZ8310,Y,2019-03-31T00:00:00+09:00,N,N,2245,N,Y
JUNEYAO AIRLINES,중국길상항공(준야오항공),제주,CJU,상해/푸동,PVG,여객기,2019-10-26T00:00:00+09:00,Y,OUT,N,HO1378,N,2019-03-31T00:00:00+09:00,N,Y,2245,N,Y
AIR BUSAN,에어부산,대구,TAE,타이페이/타이베이,TPE,여객기,2019-10-26T00:00:00+09:00,Y,OUT,Y,BX791,Y,2019-03-31T00:00:00+09:00,Y,Y,2300,Y,Y
JEJU AIR,제주항공,대구,TAE,동경/도쿄/나리타,NRT,여객기,2019-08-31T00:00:00+09:00,N,IN,N,7C1119,Y,2019-03-31T00:00:00+09:00,N,N,2310,Y,Y
JEJU AIR,제주항공,대구,TAE,동경/도쿄/나리타,NRT,여객기,2019-08-31T00:00:00+09:00,Y,IN,Y,7C1119,N,2019-03-31T00:00:00+09:00,Y,Y,2310,N,N
JEJU AIR,제주항공,대구,TAE,북경/베이징,PEK,여객기,2019-10-26T00:00:00+09:00,Y,OUT,Y,7C8101,N,2019-03-31T00:00:00+09:00,N,N,2320,N,Y
T'WAY AIR CO.LTD,티웨이항공,무안,MWX,키타큐슈,KKJ,여객기,2019-04-16T00:00:00+09:00,Y,IN,N,TW232,N,2019-03-31T00:00:00+09:00,N,N,2345,Y,N
T'WAY AIR CO.LTD,티웨이항공,무안,MWX,키타큐슈,KKJ,여객기,2019-03-31T00:00:00+09:00,N,IN,N,TW232,N,2019-03-31T00:00:00+09:00,Y,N,2345,N,N
T'WAY AIR CO.LTD,티웨이항공,무안,MWX,키타큐슈,KKJ,여객기,2019-05-12T00:00:00+09:00,Y,IN,N,TW232,N,2019-03-31T00:00:00+09:00,Y,N,2345,Y,N
KOREA EXPRESS AIR,코리아익스프레스에어,양양,YNY,키타큐슈,KKJ,여객기,2019-10-27T00:00:00+09:00,N,IN,Y,KW512,Y,2019-04-01T00:00:00+09:00,N,N,0010,N,Y
EASTAR JET,이스타항공,청주,CJJ,상해/푸동,PVG,여객기,2019-08-02T00:00:00+09:00,N,IN,N,ZE822,N,2019-04-01T00:00:00+09:00,Y,Y,0230,N,N
JEJU AIR,제주항공,대구,TAE,마카오,MFM,여객기,2019-09-16T00:00:00+09:00,Y,IN,Y,7C2022,N,2019-04-01T00:00:00+09:00,Y,N,0510,N,Y
JEJU AIR,제주항공,대구,TAE,북경/베이징,PEK,여객기,2019-10-27T00:00:00+09:00,N,IN,N,7C8102,Y,2019-04-01T00:00:00+09:00,N,Y,0510,Y,N
JEJU AIR,제주항공,청주,CJJ,타이페이/타이베이,TPE,여객기,2019-04-10T00:00:00+09:00,Y,IN,Y,7C2678,N,2019-04-01T00:00:00+09:00,Y,Y,0520,N,N
T'WAY AIR CO.LTD,티웨이항공,대구,TAE,타이페이/타이베이,TPE,여객기,2019-10-27T00:00:00+09:00,Y,IN,Y,TW664,Y,2019-04-01T00:00:00+09:00,Y,Y,0525,Y,Y
JEJU AIR,제주항공,대구,TAE,타이페이/타이베이,TPE,여객기,2019-10-27T00:00:00+09:00,Y,IN,Y,7C2686,Y,2019-04-01T00:00:00+09:00,Y,Y,0530,Y,Y
JEJU AIR,제주항공,무안,MWX,블라디보스톡/블라디보스토크,VVO,여객기,2019-07-01T00:00:00+09:00,N,IN,N,7C5117,N,2019-04-01T00:00:00+09:00,N,Y,0540,N,N
JEJU AIR,제주항공,무안,MWX,마카오,MFM,여객기,2019-07-01T00:00:00+09:00,Y,IN,Y,7C2018,N,2019-04-01T00:00:00+09:00,N,N,0540,N,Y
JEJU AIR,제주항공,무안,MWX,블라디보스톡/블라디보스토크,VVO,여객기,2019-07-01T00:00:00+09:00,N,IN,N,7C5117,Y,2019-04-01T00:00:00+09:00,Y,N,0540,Y,N
AIR BUSAN,에어부산,대구,TAE,타이페이/타이베이,TPE,여객기,2019-10-27T00:00:00+09:00,Y,IN,Y,BX792,Y,2019-04-01T00:00:00+09:00,Y,Y,0545,Y,Y
T'WAY AIR CO.LTD,티웨이항공,대구,TAE,하노이,HAN,여객기,2019-04-13T00:00:00+09:00,N,IN,N,TW142,N,2019-04-01T00:00:00+09:00,Y,N,0555,N,N
JEJU AIR,제주항공,무안,MWX,세부,CEB,여객기,2019-05-07T00:00:00+09:00,N,IN,N,7C2414,N,2019-04-01T00:00:00+09:00,Y,Y,0600,N,N
EASTAR JET,이스타항공,부산/김해,PUS,코타키나발루,BKI,여객기,2019-10-27T00:00:00+09:00,N,IN,N,ZE942,N,2019-04-01T00:00:00+09:00,N,Y,0610,N,N
JEJU AIR,제주항공,부산/김해,PUS,타이페이/타이베이,TPE,여객기,2019-10-27T00:00:00+09:00,Y,IN,N,7C2654,N,2019-04-01T00:00:00+09:00,N,Y,0610,N,Y
JEJU AIR,제주항공,부산/김해,PUS,사이판,SPN,여객기,2019-06-01T00:00:00+09:00,Y,IN,Y,7C3451,N,2019-04-01T00:00:00+09:00,Y,N,0610,N,Y
JEJU AIR,제주항공,부산/김해,PUS,타이페이/타이베이,TPE,여객기,2019-10-27T00:00:00+09:00,N,IN,Y,7C2654,Y,2019-04-01T00:00:00+09:00,Y,N,0610,Y,N
JEJU AIR,제주항공,제주,CJU,홍콩,HKG,여객기,2019-10-27T00:00:00+09:00,N,IN,Y,7C2186,Y,2019-04-01T00:00:00+09:00,N,Y,0610,N,N
EASTAR JET,이스타항공,부산/김해,PUS,코타키나발루,BKI,여객기,2019-10-27T00:00:00+09:00,Y,IN,Y,ZE942,Y,2019-04-01T00:00:00+09:00,Y,N,0610,Y,Y
ASIANA AIRLINE,아시아나항공,부산/김해,PUS,광저우,CAN,여객기,2019-04-28T00:00:00+09:00,Y,IN,Y,OZ306,N,2019-04-01T00:00:00+09:00,N,N,0620,N,N
EASTAR JET,이스타항공,부산/김해,PUS,방콕/방콕/수완나품,BKK,여객기,2019-10-27T00:00:00+09:00,Y,IN,Y,ZE922,Y,2019-04-01T00:00:00+09:00,Y,Y,0620,Y,Y
AIR BUSAN,에어부산,부산/김해,PUS,마카오,MFM,여객기,2019-10-27T00:00:00+09:00,Y,IN,Y,BX382,Y,2019-04-01T00:00:00+09:00,Y,Y,0620,Y,Y
JINAIR,진에어,제주,CJU,시안,XIY,여객기,2019-10-27T00:00:00+09:00,Y,IN,Y,LJ172,N,2019-04-01T00:00:00+09:00,N,N,0620,N,N
JINAIR,진에어,부산/김해,PUS,클락필드/클라크필드,CRK,여객기,2019-10-27T00:00:00+09:00,N,IN,N,LJ032,N,2019-04-01T00:00:00+09:00,N,Y,0625,N,N
JINAIR,진에어,부산/김해,PUS,세부,CEB,여객기,2019-10-27T00:00:00+09:00,N,IN,Y,LJ038,N,2019-04-01T00:00:00+09:00,Y,N,0625,N,N
JINAIR,진에어,부산/김해,PUS,세부,CEB,여객기,2019-10-27T00:00:00+09:00,Y,IN,N,LJ038,Y,2019-04-01T00:00:00+09:00,N,Y,0625,Y,Y
JINAIR,진에어,부산/김해,PUS,클락필드/클라크필드,CRK,여객기,2019-10-27T00:00:00+09:00,Y,IN,Y,LJ032,N,2019-04-01T00:00:00+09:00,Y,N,0625,N,N
T'WAY AIR CO.LTD,티웨이항공,부산/김해,PUS,하노이,HAN,여객기,2019-05-01T00:00:00+09:00,N,IN,N,TW154,N,2019-04-01T00:00:00+09:00,N,N,0630,Y,N
JEJU AIR,제주항공,부산/김해,PUS,사이판,SPN,여객기,2019-06-01T00:00:00+09:00,N,IN,N,7C3451,N,2019-04-01T00:00:00+09:00,N,Y,0630,N,N
AIR BUSAN,에어부산,부산/김해,PUS,시안,XIY,여객기,2019-10-27T00:00:00+09:00,N,IN,N,BX342,N,2019-04-01T00:00:00+09:00,N,Y,0630,N,N
AIR BUSAN,에어부산,부산/김해,PUS,홍콩,HKG,여객기,2019-10-27T00:00:00+09:00,Y,IN,Y,BX392,Y,2019-04-01T00:00:00+09:00,Y,N,0630,Y,Y
AIR BUSAN,에어부산,부산/김해,PUS,홍콩,HKG,여객기,2019-10-27T00:00:00+09:00,N,IN,N,BX392,N,2019-04-01T00:00:00+09:00,N,Y,0630,N,N
AIR BUSAN,에어부산,부산/김해,PUS,타이페이/타이베이,TPE,여객기,2019-10-27T00:00:00+09:00,Y,IN,Y,BX798,Y,2019-04-01T00:00:00+09:00,Y,Y,0630,Y,Y
T'WAY AIR CO.LTD,티웨이항공,부산/김해,PUS,하노이,HAN,여객기,2019-07-04T00:00:00+09:00,N,IN,N,TW154,N,2019-04-01T00:00:00+09:00,N,N,0630,Y,N
JINAIR,진에어,부산/김해,PUS,다낭,DAD,여객기,2019-10-27T00:00:00+09:00,N,IN,Y,LJ076,N,2019-04-01T00:00:00+09:00,Y,N,0635,N,N
AIR BUSAN,에어부산,부산/김해,PUS,시안,XIY,여객기,2019-10-27T00:00:00+09:00,N,IN,N,BX342,N,2019-04-01T00:00:00+09:00,Y,N,0635,N,N
AIR BUSAN,에어부산,부산/김해,PUS,시안,XIY,여객기,2019-08-01T00:00:00+09:00,N,IN,N,BX342,N,2019-04-01T00:00:00+09:00,Y,Y,0635,N,N
T'WAY AIR CO.LTD,티웨이항공,대구,TAE,하노이,HAN,여객기,2019-10-27T00:00:00+09:00,Y,IN,Y,TW142,Y,2019-04-01T00:00:00+09:00,N,Y,0635,Y,Y
JINAIR,진에어,부산/김해,PUS,다낭,DAD,여객기,2019-10-27T00:00:00+09:00,Y,IN,N,LJ076,Y,2019-04-01T00:00:00+09:00,N,Y,0635,Y,Y
T'WAY AIR CO.LTD,티웨이항공,대구,TAE,세부,CEB,여객기,2019-04-12T00:00:00+09:00,Y,IN,Y,TW138,N,2019-04-01T00:00:00+09:00,N,N,0640,N,Y
AIR BUSAN,에어부산,부산/김해,PUS,세부,CEB,여객기,2019-08-01T00:00:00+09:00,Y,IN,Y,BX712,Y,2019-04-01T00:00:00+09:00,Y,Y,0640,Y,Y
JEJU AIR,제주항공,무안,MWX,코타키나발루,BKI,여객기,2019-10-27T00:00:00+09:00,Y,IN,Y,7C2514,N,2019-04-01T00:00:00+09:00,N,N,0650,N,N
T'WAY AIR CO.LTD,티웨이항공,대구,TAE,다낭,DAD,여객기,2019-04-13T00:00:00+09:00,N,IN,N,TW150,N,2019-04-01T00:00:00+09:00,Y,N,0655,N,N
SPRING AIRLINES,춘추항공,제주,CJU,난징(남경)/난징,NKG,여객기,2019-04-04T00:00:00+09:00,Y,OUT,Y,9C6150,N,2019-04-01T00:00:00+09:00,Y,N,0700,N,Y
JEJU AIR,제주항공,부산/김해,PUS,세부,CEB,여객기,2019-05-03T00:00:00+09:00,N,IN,N,7C2452,N,2019-04-01T00:00:00+09:00,N,N,0700,N,Y
AIR BUSAN,에어부산,부산/김해,PUS,씨앰립/시엠립,REP,여객기,2019-10-27T00:00:00+09:00,N,IN,N,BX722,N,2019-04-01T00:00:00+09:00,N,N,0700,Y,N
AIR BUSAN,에어부산,부산/김해,PUS,씨앰립/시엠립,REP,여객기,2019-10-27T00:00:00+09:00,Y,IN,N,BX722,N,2019-04-01T00:00:00+09:00,N,N,0700,N,N
JEJU AIR,제주항공,부산/김해,PUS,세부,CEB,여객기,2019-05-03T00:00:00+09:00,N,IN,Y,7C2452,Y,2019-04-01T00:00:00+09:00,Y,Y,0705,Y,N
T'WAY AIR CO.LTD,티웨이항공,대구,TAE,다낭,DAD,여객기,2019-10-27T00:00:00+09:00,N,IN,N,TW150,Y,2019-04-01T00:00:00+09:00,N,Y,0710,Y,N
JEJU AIR,제주항공,부산/김해,PUS,괌,GUM,여객기,2019-10-27T00:00:00+09:00,Y,IN,Y,7C3153,Y,2019-04-01T00:00:00+09:00,Y,Y,0710,Y,Y
AIR BUSAN,에어부산,부산/김해,PUS,산야/싼야,SYX,여객기,2019-10-27T00:00:00+09:00,N,IN,N,BX374,N,2019-04-01T00:00:00+09:00,Y,Y,0720,N,N
JEJU AIR,제주항공,부산/김해,PUS,세부,CEB,여객기,2019-05-03T00:00:00+09:00,Y,IN,N,7C2452,N,2019-04-01T00:00:00+09:00,N,N,0730,N,N
AIR BUSAN,에어부산,부산/김해,PUS,괌,GUM,여객기,2019-10-27T00:00:00+09:00,Y,IN,Y,BX611,N,2019-04-01T00:00:00+09:00,Y,Y,0730,N,Y
AIR BUSAN,에어부산,부산/김해,PUS,다낭,DAD,여객기,2019-10-27T00:00:00+09:00,Y,IN,Y,BX732,Y,2019-04-01T00:00:00+09:00,N,Y,0730,Y,Y
AIR BUSAN,에어부산,부산/김해,PUS,하노이,HAN,여객기,2019-10-27T00:00:00+09:00,N,IN,N,BX730,N,2019-04-01T00:00:00+09:00,N,N,0730,Y,Y
AIR BUSAN,에어부산,부산/김해,PUS,하노이,HAN,여객기,2019-10-27T00:00:00+09:00,N,IN,Y,BX730,N,2019-04-01T00:00:00+09:00,N,N,0730,N,N
AIR BUSAN,에어부산,부산/김해,PUS,하노이,HAN,여객기,2019-10-27T00:00:00+09:00,N,IN,N,BX730,N,2019-04-01T00:00:00+09:00,Y,N,0730,N,N
AIR BUSAN,에어부산,부산/김해,PUS,괌,GUM,여객기,2019-05-29T00:00:00+09:00,N,IN,N,BX611,N,2019-04-01T00:00:00+09:00,N,Y,0730,N,N
AIR BUSAN,에어부산,부산/김해,PUS,괌,GUM,여객기,2019-05-29T00:00:00+09:00,Y,IN,Y,BX611,N,2019-04-01T00:00:00+09:00,Y,N,0730,N,Y
T'WAY AIR CO.LTD,티웨이항공,부산/김해,PUS,하노이,HAN,여객기,2019-10-27T00:00:00+09:00,N,IN,N,TW154,N,2019-04-01T00:00:00+09:00,N,Y,0730,N,N
T'WAY AIR CO.LTD,티웨이항공,대구,TAE,다낭,DAD,여객기,2019-10-27T00:00:00+09:00,N,IN,N,TW150,N,2019-04-01T00:00:00+09:00,N,N,0730,N,Y
T'WAY AIR CO.LTD,티웨이항공,부산/김해,PUS,하노이,HAN,여객기,2019-10-27T00:00:00+09:00,Y,IN,N,TW154,N,2019-04-01T00:00:00+09:00,N,N,0730,N,N
T'WAY AIR CO.LTD,티웨이항공,부산/김해,PUS,하노이,HAN,여객기,2019-05-01T00:00:00+09:00,N,IN,N,TW154,N,2019-04-01T00:00:00+09:00,N,Y,0730,N,N
T'WAY AIR CO.LTD,티웨이항공,부산/김해,PUS,하노이,HAN,여객기,2019-07-04T00:00:00+09:00,Y,IN,N,TW156,N,2019-04-01T00:00:00+09:00,N,N,0730,N,N
T'WAY AIR CO.LTD,티웨이항공,부산/김해,PUS,다낭,DAD,여객기,2019-07-04T00:00:00+09:00,N,IN,N,TW152,N,2019-04-01T00:00:00+09:00,N,N,0730,Y,N
T'WAY AIR CO.LTD,티웨이항공,대구,TAE,세부,CEB,여객기,2019-04-12T00:00:00+09:00,N,IN,N,TW138,Y,2019-04-01T00:00:00+09:00,Y,Y,0730,Y,N
T'WAY AIR CO.LTD,티웨이항공,부산/김해,PUS,하노이,HAN,여객기,2019-08-16T00:00:00+09:00,N,IN,N,TW154,N,2019-04-01T00:00:00+09:00,N,N,0730,N,Y
T'WAY AIR CO.LTD,티웨이항공,부산/김해,PUS,하노이,HAN,여객기,2019-07-04T00:00:00+09:00,N,IN,Y,TW154,N,2019-04-01T00:00:00+09:00,N,N,0735,N,N
AIR BUSAN,에어부산,대구,TAE,산야/싼야,SYX,여객기,2019-10-27T00:00:00+09:00,N,IN,N,BX376,N,2019-04-01T00:00:00+09:00,Y,Y,0755,N,N
T'WAY AIR CO.LTD,티웨이항공,대구,TAE,다낭,DAD,여객기,2019-10-27T00:00:00+09:00,Y,IN,Y,TW130,N,2019-04-01T00:00:00+09:00,N,N,0755,N,N
AIR BUSAN,에어부산,부산/김해,PUS,하노이,HAN,여객기,2019-10-27T00:00:00+09:00,N,IN,N,BX730,N,2019-04-01T00:00:00+09:00,N,Y,0800,N,N
AIR BUSAN,에어부산,부산/김해,PUS,하노이,HAN,여객기,2019-10-27T00:00:00+09:00,Y,IN,N,BX730,Y,2019-04-01T00:00:00+09:00,N,N,0800,N,N
T'WAY AIR CO.LTD,티웨이항공,부산/김해,PUS,다낭,DAD,여객기,2019-10-27T00:00:00+09:00,N,IN,Y,TW152,N,2019-04-01T00:00:00+09:00,Y,N,0800,N,N
T'WAY AIR CO.LTD,티웨이항공,부산/김해,PUS,다낭,DAD,여객기,2019-10-27T00:00:00+09:00,N,IN,N,TW152,N,2019-04-01T00:00:00+09:00,N,Y,0800,N,N
T'WAY AIR CO.LTD,티웨이항공,부산/김해,PUS,다낭,DAD,여객기,2019-10-27T00:00:00+09:00,Y,IN,N,TW152,Y,2019-04-01T00:00:00+09:00,N,N,0800,N,Y
AIR BUSAN,에어부산,부산/김해,PUS,괌,GUM,여객기,2019-05-29T00:00:00+09:00,N,IN,N,BX611,Y,2019-04-01T00:00:00+09:00,N,N,0805,Y,N
JEJU AIR,제주항공,부산/김해,PUS,방콕/방콕/수완나품,BKK,여객기,2019-05-03T00:00:00+09:00,Y,IN,Y,7C2252,Y,2019-04-01T00:00:00+09:00,Y,Y,0810,Y,Y
JEJU AIR,제주항공,무안,MWX,방콕/방콕/수완나품,BKK,여객기,2019-04-29T00:00:00+09:00,Y,IN,Y,7C2216,N,2019-04-01T00:00:00+09:00,Y,Y,0820,N,N
AIR BUSAN,에어부산,대구,TAE,다낭,DAD,여객기,2019-10-27T00:00:00+09:00,Y,IN,Y,BX736,N,2019-04-01T00:00:00+09:00,N,N,0825,N,N
T'WAY AIR CO.LTD,티웨이항공,부산/김해,PUS,하노이,HAN,여객기,2019-07-04T00:00:00+09:00,N,IN,N,TW154,Y,2019-04-01T00:00:00+09:00,N,N,0830,N,N
KOREAN AIR,대한항공,부산/김해,PUS,다낭,DAD,여객기,2019-08-07T00:00:00+09:00,Y,IN,Y,KE466,Y,2019-04-01T00:00:00+09:00,N,Y,0830,Y,N
KOREAN AIR,대한항공,부산/김해,PUS,다낭,DAD,여객기,2019-10-26T00:00:00+09:00,Y,IN,Y,KE466,N,2019-04-01T00:00:00+09:00,N,Y,0830,Y,N
KOREAN AIR,대한항공,부산/김해,PUS,다낭,DAD,여객기,2019-07-01T00:00:00+09:00,N,IN,N,KE466,N,2019-04-01T00:00:00+09:00,Y,N,0830,N,Y
T'WAY AIR CO.LTD,티웨이항공,부산/김해,PUS,하노이,HAN,여객기,2019-05-01T00:00:00+09:00,N,IN,N,TW154,Y,2019-04-01T00:00:00+09:00,N,N,0830,N,N
T'WAY AIR CO.LTD,티웨이항공,부산/김해,PUS,하노이,HAN,여객기,2019-07-04T00:00:00+09:00,N,IN,N,TW154,N,2019-04-01T00:00:00+09:00,Y,N,0835,N,N
AIR BUSAN,에어부산,부산/김해,PUS,다낭,DAD,여객기,2019-10-27T00:00:00+09:00,N,IN,N,BX732,N,2019-04-01T00:00:00+09:00,Y,N,0835,N,N
AIR BUSAN,에어부산,부산/김해,PUS,하노이,HAN,여객기,2019-08-01T00:00:00+09:00,N,IN,N,BX730,N,2019-04-01T00:00:00+09:00,Y,N,0835,N,N
KOREAN AIR,대한항공,부산/김해,PUS,다낭,DAD,여객기,2019-10-26T00:00:00+09:00,N,IN,N,KE466,Y,2019-04-01T00:00:00+09:00,N,N,0845,N,N
ASIANA AIRLINE,아시아나항공,부산/김해,PUS,다낭,DAD,여객기,2019-04-28T00:00:00+09:00,N,IN,N,OZ780,Y,2019-04-01T00:00:00+09:00,N,Y,0845,N,Y
ASIANA AIRLINE,아시아나항공,부산/김해,PUS,다낭,DAD,여객기,2019-04-28T00:00:00+09:00,N,IN,N,OZ780,N,2019-04-01T00:00:00+09:00,Y,N,0845,Y,N
KOREAN AIR,대한항공,부산/김해,PUS,방콕/방콕/수완나품,BKK,여객기,2019-10-27T00:00:00+09:00,Y,IN,Y,KE662,Y,2019-04-01T00:00:00+09:00,Y,Y,0900,Y,Y
T'WAY AIR CO.LTD,티웨이항공,대구,TAE,방콕/방콕/수완나품,BKK,여객기,2019-10-27T00:00:00+09:00,Y,IN,Y,TW106,N,2019-04-01T00:00:00+09:00,Y,N,0915,N,Y
EASTAR JET,이스타항공,제주,CJU,방콕/방콕/수완나품,BKK,여객기,2019-05-28T00:00:00+09:00,N,IN,Y,ZE552,N,2019-04-01T00:00:00+09:00,N,N,0920,N,N
EASTAR JET,이스타항공,제주,CJU,방콕/방콕/수완나품,BKK,여객기,2019-06-05T00:00:00+09:00,Y,IN,N,ZE552,Y,2019-04-01T00:00:00+09:00,N,Y,0920,Y,Y
AIR INTERNATIONAL CHINA,중국국제항공,서울/김포,GMP,북경/베이징,PEK,여객기,2019-10-27T00:00:00+09:00,Y,OUT,Y,CA138,Y,2019-04-01T00:00:00+09:00,Y,Y,0925,Y,Y
EASTAR JET,이스타항공,제주,CJU,방콕/방콕/수완나품,BKK,여객기,2019-06-05T00:00:00+09:00,N,IN,N,ZE552,N,2019-04-01T00:00:00+09:00,Y,N,0935,N,N
JINAIR,진에어,제주,CJU,상해/푸동,PVG,여객기,2019-10-27T00:00:00+09:00,Y,IN,Y,LJ102,Y,2019-04-01T00:00:00+09:00,Y,Y,0940,Y,Y
T'WAY AIR CO.LTD,티웨이항공,대구,TAE,방콕/방콕/수완나품,BKK,여객기,2019-10-27T00:00:00+09:00,N,IN,N,TW106,Y,2019-04-01T00:00:00+09:00,N,Y,1005,Y,N
CHINA SOUTHERN AIRLINES,중국남방항공,부산/김해,PUS,심양/선양,SHE,여객기,2019-10-25T00:00:00+09:00,Y,IN,Y,CZ665,N,2019-04-01T00:00:00+09:00,N,N,1020,N,N
KOREAN AIR,대한항공,제주,CJU,오사카/간사이,KIX,여객기,2019-10-27T00:00:00+09:00,N,IN,N,KE734,Y,2019-04-01T00:00:00+09:00,Y,Y,1045,Y,N
CHINA SOUTHERN AIRLINES,중국남방항공,부산/김해,PUS,심양/선양,SHE,여객기,2019-10-25T00:00:00+09:00,Y,OUT,Y,CZ666,N,2019-04-01T00:00:00+09:00,N,N,1120,N,N
ASIANA AIRLINE,아시아나항공,서울/김포,GMP,동경/하네다,HND,여객기,2019-10-27T00:00:00+09:00,Y,IN,Y,OZ1055,Y,2019-04-01T00:00:00+09:00,Y,Y,1120,Y,Y
KOREAN AIR,대한항공,서울/김포,GMP,동경/하네다,HND,여객기,2019-10-27T00:00:00+09:00,Y,IN,Y,KE712,Y,2019-04-01T00:00:00+09:00,Y,Y,1145,Y,Y
KOREAN AIR,대한항공,제주,CJU,동경/도쿄/나리타,NRT,여객기,2019-10-27T00:00:00+09:00,Y,IN,Y,KE718,N,2019-04-01T00:00:00+09:00,N,N,1225,N,Y
KOREAN AIR,대한항공,부산/김해,PUS,인천,ICN,여객기,2019-10-26T00:00:00+09:00,Y,OUT,Y,KE1406,Y,2019-04-01T00:00:00+09:00,N,N,1330,N,Y
KOREAN AIR,대한항공,부산/김해,PUS,인천,ICN,여객기,2019-05-31T00:00:00+09:00,Y,OUT,Y,KE1408,Y,2019-04-01T00:00:00+09:00,N,Y,1615,Y,Y
CHINA SOUTHERN AIRLINES,중국남방항공,청주,CJJ,연길/옌지,YNJ,여객기,2019-10-26T00:00:00+09:00,N,IN,Y,CZ8331,Y,2019-04-01T00:00:00+09:00,N,N,1730,Y,N
AURORA AIRLINES,오로라항공,부산/김해,PUS,블라디보스톡/블라디보스토크,VVO,여객기,2019-10-21T00:00:00+09:00,N,IN,Y,HZ5462,N,2019-04-01T00:00:00+09:00,N,N,1730,N,N
CHINA SOUTHERN AIRLINES,중국남방항공,청주,CJJ,연길/옌지,YNJ,여객기,2019-10-26T00:00:00+09:00,N,OUT,Y,CZ8332,Y,2019-04-01T00:00:00+09:00,N,N,1830,Y,N
AURORA AIRLINES,오로라항공,부산/김해,PUS,블라디보스톡/블라디보스토크,VVO,여객기,2019-10-21T00:00:00+09:00,N,OUT,Y,HZ5463,N,2019-04-01T00:00:00+09:00,N,N,1840,N,N
CHINA SOUTHERN AIRLINES,중국남방항공,청주,CJJ,대련/다롄,DLC,여객기,2019-08-31T00:00:00+09:00,Y,IN,Y,CZ8347,N,2019-04-01T00:00:00+09:00,N,N,1855,N,N
CHINA SOUTHERN AIRLINES,중국남방항공,청주,CJJ,대련/다롄,DLC,여객기,2019-08-31T00:00:00+09:00,Y,OUT,Y,CZ8348,N,2019-04-01T00:00:00+09:00,N,N,2000,N,N
SPRING AIRLINES,춘추항공,제주,CJU,난징(남경)/난징,NKG,여객기,2019-04-04T00:00:00+09:00,Y,IN,Y,9C6149,N,2019-04-01T00:00:00+09:00,Y,N,2220,N,Y
SPRING AIRLINES,춘추항공,제주,CJU,난징(남경)/난징,NKG,여객기,2019-04-04T00:00:00+09:00,N,OUT,N,9C6150,Y,2019-04-02T00:00:00+09:00,N,Y,0730,Y,N
THAI AIRWAYS,타이항공,부산/김해,PUS,방콕/방콕/수완나품,BKK,여객기,2019-10-26T00:00:00+09:00,N,IN,N,TG650,N,2019-04-02T00:00:00+09:00,N,N,0800,Y,N
THAI AIRWAYS,타이항공,부산/김해,PUS,방콕/방콕/수완나품,BKK,여객기,2019-10-26T00:00:00+09:00,N,OUT,N,TG653,N,2019-04-02T00:00:00+09:00,N,N,1105,Y,N
CHINA EASTERN AIRLINES,중국동방항공,대구,TAE,상해/푸동,PVG,여객기,2019-10-26T00:00:00+09:00,Y,IN,Y,MU5053,Y,2019-04-02T00:00:00+09:00,Y,Y,1110,Y,Y
TIANJIN AIRLINS,천진항공,제주,CJU,톈진,TSN,여객기,2019-07-13T00:00:00+09:00,N,IN,N,GS7991,Y,2019-04-02T00:00:00+09:00,N,N,1115,Y,N
TIANJIN AIRLINS,천진항공,제주,CJU,톈진,TSN,여객기,2019-07-13T00:00:00+09:00,N,OUT,N,GS7992,Y,2019-04-02T00:00:00+09:00,N,N,1220,Y,N
KOREAN AIR,대한항공,대구,TAE,인천,ICN,여객기,2019-05-30T00:00:00+09:00,N,OUT,N,KE1414,Y,2019-04-02T00:00:00+09:00,N,Y,1700,Y,N
AURORA AIRLINES,오로라항공,부산/김해,PUS,블라디보스톡/블라디보스토크,VVO,여객기,2019-10-22T00:00:00+09:00,N,IN,N,HZ5462,N,2019-04-02T00:00:00+09:00,N,N,1830,Y,N
